Keith,Evartt,48,American,Kayak,Double-double,8,3,4,80,150,70,4/26/2019,4/27/2019,902-614-2197,rkratt@yahoo.com,None
Brendan,Kasperek,49,American,Hotels.com,Double,3,2,2,50,100,50,4/26/2019,4/28/2019,250-504-9388,kimbery.plikerd@cox.net,None
Chandra,Firlik,50,American,Airbnb.com,Twin,1,2,2,50,100,50,4/29/2019,4/30/2019,450-515-9694,azalee.aja@cox.net,None
Latanya,Mattia,51,American,Walk-in Guest,Quad,7,3,4,80,150,70,4/29/2019,4/30/2019,403-810-3712,gearldine_haberle@hotmail.com,None
Meghann,Mamudoski,52,American,Hotels.com,Executive Suite,9,6,6,100,200,100,4/30/2019,5/1/2019,514-319-4125,silva.riviere@riviere.org,None
Enola,Yandow,53,American,TripAdvisors,Twin,2,2,2,50,100,50,4/30/2019,5/1/2019,514-606-4631,william@gmail.com,None
Michal,Gunyan,54,American,TripAdvisors,Double,4,2,2,50,100,50,4/30/2019,5/1/2019,416-573-9093,shaniqua@yahoo.com,None
Brandon,Geigel,55,American,Kayak,Double,5,2,2,50,100,50,4/30/2019,5/1/2019,506-218-3036,arlen.romack@yahoo.com,None
Rutha,Eisert,56,American,Hotels.com,Quad,7,3,4,80,150,70,4/30/2019,5/1/2019,519-476-5983,margurite.brake@yahoo.com,None
Nickie,Balonek,57,American,Kayak,Twin,1,2,2,50,100,50,5/2/2019,5/3/2019,819-869-6389,willie@aol.com,None
Sheldon,Isachsen,58,American,Expedia,Executive Suite,9,6,6,100,200,100,5/2/2019,5/4/2019,604-239-4105,denny@amazan.com,None
Twila,Shadle,59,American,Kayak,Double-double,8,4,4,80,150,70,5/2/2019,5/3/2019,604-700-2946,suzi.groom@groom.org,None
Broderick,Lorenz,60,American,Expedia,Twin,2,2,2,50,100,50,5/2/2019,5/3/2019,905-219-6895,joanne@yahoo.com,None
Yaeko,Orndoff,61,American,Priceline,Double-double,6,4,4,80,150,70,5/4/2019,5/5/2019,819-983-1846,titus.dugre@dugre.org,None
Blythe,Czaplinski,62,American,Airbnb.com,Executive Suite,9,6,6,100,200,100,5/6/2019,5/7/2019,905-772-1416,jimmie.snelling@gmail.com,None
Gearldine,Haberle,63,American,TripAdvisors,Double,5,2,2,50,100,50,5/7/2019,5/8/2019,250-891-6910,ygreeves@cox.net,None
Silva,Riviere,64,American,Booking.com,Double,3,2,2,50,100,50,5/7/2019,5/8/2019,250-810-7815,leoma.rabago@hotmail.com,None
Micah,Gerten,65,American,Expedia,Apartment,10,8,8,150,300,150,5/7/2019,5/8/2019,705-369-2146,jcatalina@aol.com,None
Dianne,Tomasic,66,American,Airbnb.com,Quad,7,4,4,80,150,70,5/7/2019,5/8/2019,506-497-2698,lashanda.skahan@aol.com,None
Herschel,Geneseo,67,American,Expedia,Executive Suite,9,5,6,100,200,100,5/7/2019,5/8/2019,519-646-7797,carla@aol.com,None
Veta,Vandeberg,68,American,TripAdvisors,Double,5,2,2,50,100,50,5/8/2019,5/9/2019,418-319-1374,ria.steinhorst@steinhorst.com,None
Rosalind,Persechino,69,American,Priceline,Double-double,6,4,4,80,150,70,5/8/2019,5/9/2019,306-653-1772,ftryninewski@gmail.com,None
Thea,Petermeier,70,American,Airbnb.com,Double-double,8,4,4,80,150,70,5/9/2019,5/10/2019,418-408-1640,aareizaga@hotmail.com,None
Glennis,Roseum,71,American,Agoda,Twin,2,2,2,50,100,50,5/9/2019,5/10/2019,418-386-6120,basilia.vinroe@gmail.com,None
Rana,Lehn,72,American,Hotels.com,Double-double,8,4,4,80,150,70,5/9/2019,5/10/2019,450-213-1080,lacresha@hotmail.com,None
Georgiana,Colbath,73,American,Expedia,Double-double,6,4,4,80,150,70,5/9/2019,5/10/2019,902-208-1038,shawnee@yahoo.com,None
Adolph,Krivanec,74,American,Kayak,Quad,7,4,4,80,150,70,5/9/2019,5/10/2019,418-874-8104,robt_hankison@cox.net,None
Nadine,Swartzbeck,75,American,Kayak,Double-double,6,4,4,80,150,70,5/9/2019,5/10/2019,905-734-9102,pearline.provenzano@provenzano.org,None
Florinda,Mackedanz,76,American,TripAdvisors,Double-double,8,4,4,80,150,70,5/9/2019,5/10/2019,905-790-7938,tuyet.abramovitz@abramovitz.com,None
Brinda,Mrkvicka,77,American,Priceline,Twin,2,2,2,50,100,50,5/9/2019,5/10/2019,514-211-3774,jose.kylish@aol.com,None
Ellsworth,Rieg,78,American,Expedia,Double,4,2,2,50,100,50,5/10/2019,5/11/2019,905-638-1034,lottie_hegdahl@aol.com,None
Lazaro,Mollison,79,American,Kayak,Double,3,2,2,50,100,50,5/10/2019,5/11/2019,613-700-7712,yolande_staiano@gmail.com,None
Freeman,Rudig,80,American,Booking.com,Executive Suite,9,6,6,100,200,100,5/11/2019,5/12/2019,514-308-1992,bfears@fears.org,None
Darrin,Tumolillo,81,American,Airbnb.com,Double,5,2,2,50,100,50,5/11/2019,5/12/2019,519-847-8783,carry@cox.net,None
Callie,Neikirk,82,American,Agoda,Double,3,2,2,50,100,50,5/11/2019,5/12/2019,905-928-5294,hollis.keomuangtai@cox.net,None
Janna,Bastain,83,American,Walk-in Guest,Quad,7,4,4,80,150,70,5/13/2019,5/14/2019,819-627-1581,dominga_mckeon@yahoo.com,None
Rashad,Menino,84,American,Kayak,Double-double,6,4,4,80,150,70,5/13/2019,5/14/2019,418-344-9993,dahlia_benett@aol.com,None
Mammie,Cisney,85,American,Airbnb.com,Twin,1,2,2,50,100,50,5/13/2019,5/14/2019,905-781-3868,margo@rand.org,None
Argelia,Hofbauer,86,American,Airbnb.com,Apartment,10,8,8,150,300,150,5/13/2019,5/14/2019,604-953-5335,jpedder@pedder.com,None
Carole,Hughlett,87,American,Hotels.com,Twin,1,2,2,50,100,50,5/13/2019,5/14/2019,306-964-9291,loise@aol.com,None
Paulene,Rhule,88,American,TripAdvisors,Apartment,10,8,8,150,300,150,5/13/2019,5/14/2019,403-415-1285,elvis_tenuta@tenuta.org,None
Francesco,Sarchet,89,American,Agoda,Double,3,2,2,50,100,50,5/13/2019,5/14/2019,705-757-7389,truman.mondale@aol.com,None
Iesha,Wardle,90,American,Walk-in Guest,Double-double,6,4,4,80,150,70,5/13/2019,5/14/2019,450-706-3809,vonda@yahoo.com,None
Belen,Nelton,91,American,Agoda,Double,5,2,2,50,100,50,5/14/2019,5/15/2019,450-866-7181,armanda.mcduffie@hotmail.com,None
Sharen,Bourbon,92,American,TripAdvisors,Double-double,6,4,4,80,150,70,5/14/2019,5/15/2019,902-804-8543,gjefferys@aol.com,None
Jess,Chaffins,93,American,Airbnb.com,Double-double,8,4,4,80,150,70,5/14/2019,5/15/2019,514-945-2978,mhair@cox.net,None
Ryan,Harnos,94,American,Hotels.com,Executive Suite,9,6,6,100,200,100,5/14/2019,5/15/2019,506-573-3112,mozelle_hermon@cox.net,None
Malcolm,Tromblay,95,American,Kayak,Double,3,2,2,50,100,50,5/14/2019,5/15/2019,250-384-7658,karrie_kinikini@kinikini.org,None
Dean,Ketelsen,96,Australian,Airbnb.com,Apartment,10,8,8,150,300,150,5/14/2019,5/15/2019,905-760-9649,dmcloud@cox.net,None
Annelle,Tagala,97,England,Booking.com,Executive Suite,9,6,6,100,200,100,5/14/2019,5/15/2019,819-860-8913,lmetzner@metzner.org,None
Mireya,Frerking,98,England,Priceline,Quad,7,4,4,80,150,70,5/14/2019,5/15/2019,604-213-8721,mpresnal@yahoo.com,None
Laurel,Pagliuca,99,Canadian,Airbnb.com,Double-double,6,4,4,80,150,70,5/15/2019,5/16/2019,250-540-5275,thersa.davirro@aol.com,None
Quentin,Birkner,100,Australian,Kayak,Double,3,2,2,50,100,50,5/15/2019,5/16/2019,418-274-7373,eric@cox.net,None
Wynell,Dorshorst,101,Italian,Airbnb.com,Twin,1,2,2,50,100,50,5/15/2019,5/16/2019,306-325-3090,voppy@gmail.com,None
Paris,Wide,102,England,Airbnb.com,Double,4,2,2,50,100,50,5/15/2019,5/16/2019,416-827-4082,makeda.nosis@yahoo.com,None
Linn,Paa,103,Spanish,Walk-in Guest,Double,5,2,2,50,100,50,5/16/2019,5/17/2019,250-947-2063,jemanuel@emanuel.com,None
Elouise,Gwalthney,104,Italian,Booking.com,Quad,7,4,4,80,150,70,5/16/2019,5/17/2019,506-327-7460,brunilda_coin@aol.com,None
Louvenia,Beech,105,American,Airbnb.com,Double-double,8,4,4,80,150,70,5/16/2019,5/17/2019,416-866-6707,isifford@sifford.org,None
Denise,Patak,106,American,TripAdvisors,Double,3,2,2,50,100,50,5/16/2019,5/17/2019,613-851-7883,awrinkle@wrinkle.org,None
Shalon,Shadrick,107,Australian,Expedia,Twin,1,2,2,50,100,50,5/16/2019,5/17/2019,705-668-5094,cscotts@aol.com,None
Weldon,Acuff,108,Spanish,Kayak,Apartment,10,8,8,150,300,150,5/16/2019,5/17/2019,604-548-4412,avery.demus@aol.com,None
Lavonna,Wolny,109,American,Priceline,Twin,1,1,2,50,100,50,5/17/2019,5/18/2019,905-402-9203,reyes@mesmer.org,None
Lashawnda,Stuer,110,Italian,Expedia,Double,5,1,2,50,100,50,5/17/2019,5/18/2019,416-310-1610,stacey_lortz@aol.com,None
Sherita,Saras,111,Australian,Hotels.com,Twin,2,1,2,50,100,50,5/17/2019,5/18/2019,604-399-1449,lharnish@harnish.com,None
Corinne,Loder,112,Australian,Priceline,Double,3,1,2,50,100,50,5/17/2019,5/18/2019,306-991-3698,joye@cox.net,None
Tarra,Nachor,113,England,TripAdvisors,Double,4,1,2,50,100,50,5/17/2019,5/18/2019,519-913-7772,harley@cox.net,None
Christiane,Eschberger,114,Australian,Expedia,Twin,1,1,2,50,100,50,5/18/2019,5/19/2019,418-339-7473,mabel_fower@fower.com,None
Ligia,Reiber,115,American,Priceline,Quad,7,3,4,80,150,70,5/18/2019,5/19/2019,902-367-7042,ronnie_kettelle@aol.com,None
Olive,Matuszak,116,Canadian,Airbnb.com,Double,4,2,2,50,100,50,5/18/2019,5/19/2019,403-382-4146,marya@cox.net,None
Renea,Monterrubio,117,England,TripAdvisors,Double-double,6,4,4,80,150,70,5/18/2019,5/19/2019,514-432-5290,tesha@aol.com,None
Jenelle,Regusters,118,Italian,Expedia,Apartment,10,8,8,150,300,150,5/18/2019,5/19/2019,604-992-6045,kaycee.alaibilla@yahoo.com,None
Kristeen,Turinetti,119,England,Kayak,Twin,1,2,2,50,100,50,5/19/2019,5/20/2019,709-581-5842,micah@cox.net,None
Tresa,Sweely,120,Italian,Booking.com,Double-double,8,4,4,80,150,70,5/19/2019,5/20/2019,902-938-6891,dianne@yahoo.com,None
Felix,Hirpara,121,Spanish,Expedia,Double,5,2,2,50,100,50,5/20/2019,5/21/2019,416-786-7887,herschel@geneseo.com,None
Kayleigh,Lace,122,American,Expedia,Double-double,6,4,4,80,150,70,5/20/2019,5/21/2019,506-996-1241,vvandeberg@gmail.com,None
Yvonne,Tjepkema,123,Australian,Hotels.com,Double,3,2,2,50,100,50,5/20/2019,5/21/2019,613-219-1869,shenika.tapian@aol.com,None
Judy,Aquas,124,Spanish,Priceline,Apartment,10,8,8,150,300,150,5/21/2019,5/22/2019,613-975-5760,rosalind.persechino@aol.com,None
Glen,Bartolet,125,Canadian,Priceline,Double-double,6,4,4,80,150,70,5/21/2019,5/22/2019,418-360-6739,thea@hotmail.com,None
Frederica,Blunk,126,Australian,Agoda,Double,5,2,2,50,100,50,5/21/2019,5/22/2019,204-514-9319,glennis.roseum@gmail.com,None
Rebecka,Gesick,127,England,Walk-in Guest,Double,3,2,2,50,100,50,5/21/2019,5/22/2019,418-811-3750,sprothro@prothro.com,None
Beckie,Silvestrini,128,England,Priceline,Quad,7,4,4,80,150,70,5/22/2019,5/23/2019,418-922-5578,chi@gmail.com,None
Gregoria,Pawlowicz,129,Canadian,Priceline,Double-double,6,4,4,80,150,70,5/22/2019,5/23/2019,905-286-8285,rlehn@yahoo.com,None
Lizette,Stem,130,Italian,Airbnb.com,Double,3,2,2,50,100,50,5/22/2019,5/23/2019,450-409-1254,gcolbath@hotmail.com,None
Yolando,Luczki,131,American,Hotels.com,Twin,2,2,2,50,100,50,5/22/2019,5/23/2019,416-736-1436,akrivanec@hotmail.com,None
Arminda,Parvis,132,American,Airbnb.com,Executive Suite,9,6,6,100,200,100,5/23/2019,5/24/2019,514-459-6883,arlette_torchio@hotmail.com,None
Carissa,Batman,133,Australian,TripAdvisors,Twin,1,2,2,50,100,50,5/23/2019,5/24/2019,450-353-2331,nadine_swartzbeck@swartzbeck.org,None
Laticia,Merced,134,Italian,Airbnb.com,Double-double,8,4,4,80,150,70,5/23/2019,5/24/2019,506-230-8075,florinda_mackedanz@mackedanz.org,None
Cheryl,Haroldson,135,American,Airbnb.com,Quad,7,4,4,80,150,70,5/23/2019,5/24/2019,506-392-8334,brinda.mrkvicka@gmail.com,None
Theola,Frey,136,Italian,Priceline,Double,5,2,2,50,100,50,5/24/2019,5/25/2019,613-862-4724,erieg@hotmail.com,None
Kimbery,Madarang,137,American,Agoda,Double-double,6,4,4,80,150,70,5/24/2019,5/25/2019,450-356-6427,lazaro@gmail.com,None
Howard,Paulas,138,American,Agoda,Apartment,10,8,8,150,300,150,5/24/2019,5/25/2019,450-347-6388,freeman@yahoo.com,None
Lucina,Lary,139,American,Walk-in Guest,Quad,7,4,4,80,150,70,5/24/2019,5/25/2019,306-748-5721,darrin@tumolillo.com,None
Van,Shire,140,American,Airbnb.com,Double,5,2,2,50,100,50,5/24/2019,5/25/2019,519-961-7871,fstadel@gmail.com,None
Rory,Papasergi,141,American,Booking.com,Double-double,8,4,4,80,150,70,5/25/2019,5/26/2019,709-976-5766,kristal@hotmail.com,None
Lindsey,Dilello,142,American,Booking.com,Twin,1,2,2,50,100,50,5/25/2019,5/26/2019,418-374-1965,wayne@aol.com,None
Xuan,Rochin,143,American,Walk-in Guest,Twin,2,2,2,50,100,50,5/25/2019,5/26/2019,905-435-9456,alberto_stenquist@stenquist.org,None
Oretha,Menter,144,American,Expedia,Executive Suite,9,6,6,100,200,100,5/25/2019,5/26/2019,613-557-7338,stephanie.garlett@gmail.com,None
Scarlet,Cartan,145,American,Walk-in Guest,Double,3,2,2,50,100,50,5/25/2019,5/26/2019,506-493-4894,yan@cox.net,None
Brandon,Callaro,146,American,Walk-in Guest,Twin,2,2,2,50,100,50,5/26/2019,5/27/2019,514-302-4158,gepperheimer@aol.com,None
Shawna,Palaspas,147,American,Hotels.com,Apartment,10,8,8,150,300,150,5/26/2019,5/27/2019,709-534-6576,chuck@gmail.com,None
Glory,Kulzer,148,American,Airbnb.com,Double,3,2,2,50,100,50,5/26/2019,5/27/2019,250-307-7698,madonna.landman@landman.com,None
Pamella,Schmierer,149,American,TripAdvisors,Double,5,2,2,50,100,50,5/26/2019,5/27/2019,905-846-7737,darell_mcalarney@mcalarney.com,None
Rolland,Francescon,150,American,TripAdvisors,Double,5,2,2,50,100,50,5/26/2019,5/27/2019,418-271-8667,llafoy@aol.com,None
Jesusa,Shin,151,American,Walk-in Guest,Double-double,6,4,4,80,150,70,5/26/2019,5/27/2019,450-501-4406,psugai@gmail.com,None
Donte,Kines,152,American,Kayak,Executive Suite,9,6,6,100,200,100,5/26/2019,5/27/2019,604-960-7463,hwehrwein@gmail.com,None
Twana,Felger,153,American,Priceline,Twin,1,2,2,50,100,50,5/26/2019,5/27/2019,905-998-3758,anitcher@aol.com,None
Rosio,Cork,154,American,Expedia,Quad,7,4,4,80,150,70,5/27/2019,5/28/2019,613-714-1829,xenia@aol.com,None
Cyndy,Goldammer,155,American,Airbnb.com,Apartment,10,8,8,150,300,150,5/27/2019,5/28/2019,416-589-6075,coral.helmcamp@helmcamp.org,None
Angella,Cetta,156,American,Kayak,Double,4,2,2,50,100,50,5/28/2019,5/29/2019,905-465-6909,callie.neikirk@neikirk.org,None
Louisa,Cronauer,157,American,Agoda,Twin,2,2,2,50,100,50,5/28/2019,5/29/2019,604-575-7837,janna@bastain.com,None
Alease,Buemi,158,American,Kayak,Twin,2,2,2,50,100,50,5/28/2019,5/29/2019,613-697-2555,rashad.menino@menino.com,None
Lisha,Centini,159,American,Airbnb.com,Double-double,6,4,4,80,150,70,5/28/2019,5/29/2019,514-205-4258,mammie@cox.net,None
Natalie,Fern,160,American,Booking.com,Executive Suite,9,6,6,100,200,100,5/29/2019,5/30/2019,604-823-2881,argelia.hofbauer@cox.net,None
Malinda,Hochard,161,American,Airbnb.com,Double,5,2,2,50,100,50,5/29/2019,5/30/2019,709-366-8943,carman@gmail.com,None
Wilda,Giguere,162,American,TripAdvisors,Double,3,2,2,50,100,50,5/29/2019,5/30/2019,204-438-6204,jaime.lowrance@lowrance.org,None
Danica,Bruschke,163,American,Kayak,Twin,2,2,2,50,100,50,5/30/2019,5/31/2019,819-365-5394,agustin.lakatos@hotmail.com,None
Tammara,Wardrip,164,American,Booking.com,Double-double,8,4,4,80,150,70,5/30/2019,5/31/2019,519-985-7311,lang@cox.net,None
Tyra,Shields,165,American,Agoda,Double,4,2,2,50,100,50,5/30/2019,5/31/2019,306-979-2571,eura@mcglocklin.org,None
Stephen,Emigh,166,American,Priceline,Double,5,2,2,50,100,50,5/30/2019,5/31/2019,519-426-7161,ftutterrow@tutterrow.org,None
Lai,Gato,167,American,Airbnb.com,Double,3,2,2,50,100,50,5/30/2019,5/31/2019,519-219-3608,amalia_wolfgang@wolfgang.org,None
Stephaine,Barfield,168,American,TripAdvisors,Double,4,2,2,50,100,50,5/30/2019,5/31/2019,250-982-9377,justa.dini@hotmail.com,None
Myra,Munns,169,American,TripAdvisors,Executive Suite,9,6,6,100,200,100,6/1/2019,6/2/2019,613-280-7170,salina.knavel@gmail.com,None
Dominque,Dickerson,170,American,Kayak,Apartment,10,8,8,150,300,150,6/1/2019,6/2/2019,418-459-4884,boris.latif@latif.com,None
Arlette,Honeywell,171,American,Hotels.com,Double-double,6,4,4,80,150,70,6/1/2019,6/2/2019,905-569-6732,mbrzozowski@aol.com,None
Timothy,Mulqueen,172,American,Agoda,Quad,7,4,4,80,150,70,6/1/2019,6/2/2019,418-833-1949,willis@yahoo.com,None
Devorah,Chickering,173,American,TripAdvisors,Executive Suite,9,6,6,100,200,100,6/4/2019,6/5/2019,250-226-1002,tammy_sams@sams.com,None
Elza,Lipke,174,American,TripAdvisors,Twin,2,2,2,50,100,50,6/4/2019,6/5/2019,705-581-1220,emmett_mcshaw@cox.net,None
Viva,Toelkes,175,American,Airbnb.com,Apartment,10,8,8,150,300,150,6/4/2019,6/5/2019,418-568-3216,louis@zarling.com,None
Delisa,Crupi,176,American,Agoda,Twin,2,2,2,50,100,50,6/4/2019,6/5/2019,905-864-2257,jhailstone@yahoo.com,None
Laurel,Reitler,177,American,Priceline,Double,3,2,2,50,100,50,6/4/2019,6/5/2019,519-920-7003,jmastro@aol.com,None
Moon,Parlato,178,American,Expedia,Double,4,2,2,50,100,50,6/5/2019,6/6/2019,506-556-4300,lhua@aol.com,None
Micaela,Rhymes,179,American,TripAdvisors,Executive Suite,9,6,6,100,200,100,6/5/2019,6/6/2019,450-531-8633,jaime_wasurick@hotmail.com,None
Bobbye,Rhym,180,American,Expedia,Double,3,2,2,50,100,50,6/5/2019,6/6/2019,306-611-7185,edelmira@hotmail.com,None
Johnetta,Abdallah,181,American,TripAdvisors,Double-double,6,4,4,80,150,70,6/5/2019,6/6/2019,250-454-9384,elfrieda_hinsch@hinsch.org,None
Kallie,Blackwood,182,American,TripAdvisors,Quad,7,4,4,80,150,70,6/6/2019,6/7/2019,306-508-8874,mdunning@gmail.com,None
Vallie,Mondella,183,American,Kayak,Double-double,6,4,4,80,150,70,6/6/2019,6/7/2019,604-262-8556,carole_hughlett@hughlett.com,None
Ilene,Eroman,184,American,Booking.com,Twin,2,2,2,50,100,50,6/6/2019,6/7/2019,418-348-2107,paulene_rhule@rhule.org,None
Elly,Morocco,185,American,Airbnb.com,Executive Suite,9,6,6,100,200,100,6/6/2019,6/7/2019,306-524-4509,francesco@hotmail.com,None
Penney,Weight,186,American,Booking.com,Double,3,2,2,50,100,50,6/6/2019,6/7/2019,416-989-2001,iesha@gmail.com,None
Tawna,Buvens,187,American,Airbnb.com,Quad,7,4,4,80,150,70,6/7/2019,6/8/2019,250-768-5812,bnelton@gmail.com,None
Maurine,Yglesias,188,American,Booking.com,Twin,2,2,2,50,100,50,6/7/2019,6/8/2019,705-417-7221,matthew_armacost@gmail.com,None
Carmelina,Lindall,189,American,Agoda,Executive Suite,9,6,6,100,200,100,6/7/2019,6/8/2019,450-526-5424,barney@yahoo.com,None
Cecily,Hollack,190,American,TripAdvisors,Double,5,2,2,50,100,50,6/9/2019,6/10/2019,250-749-4517,lenita@yahoo.com,None
Jamal,Vanausdal,191,American,TripAdvisors,Double,5,2,2,50,100,50,6/9/2019,6/10/2019,403-444-2250,renato_airhart@hotmail.com,None
Sabra,Uyetake,192,American,TripAdvisors,Apartment,10,8,8,150,300,150,6/9/2019,6/10/2019,604-231-6180,vicki@gmail.com,None
